,freesound_id,license,name,path,tags,username
0,410514,http://creativecommons.org/licenses/by/3.0/,"Snare Drum, Single Hit, A (H1).wav",deliverables/drums/410514_5121236-hq.ogg,"['snare', 'Snare', 'Drum', 'percussion', 'Drumstick', 'drums', 'drumstick', 'Hit', 'hits', 'Percussion', 'Drums', 'drum', 'Hits', 'hit']",InspectorJ
1,190613,http://creativecommons.org/licenses/by/3.0/,Drums,deliverables/drums/190613_3172867-hq.ogg,"['Drum', 'Hi-Hats', 'J-Lee', 'Hi', '4x4-Records', 'Drums', 'Hi-Hat', 'Snare', 'Hat', 'kick']",Goup_1
2,384668,http://creativecommons.org/publicdomain/zero/1.0/,Drum R 12.wav,deliverables/drums/384668_5591103-hq.ogg,"['drums', 'tamil', 'Indian']",mathan24
3,459895,http://creativecommons.org/publicdomain/zero/1.0/,SH01a Bass Drum 004,deliverables/drums/459895_4448255-hq.ogg,"['bassdrum', 'kick', 'bd', 'drums', 'percussion', 'bass-drum', 'drum', 'one-shot']",ANARKYA
4,118524,http://creativecommons.org/publicdomain/zero/1.0/,m3mphiz_drum_1.wav,deliverables/drums/118524_1753199-hq.ogg,"['bass', 'drums', 'hard', 'kick']",M3MPHiZ
5,318330,http://creativecommons.org/licenses/by/3.0/,Kick Drum (Lord Lokus),deliverables/drums/318330_1990402-hq.ogg,"['Sample', 'Drums', 'Kick']",Freakshitor669
6,96016,http://creativecommons.org/licenses/by/3.0/,120 Dertill n Amp Drums 01.wav,deliverables/drums/96016_1603602-hq.ogg,"['bit', 'crushed', 'digital', 'dirty', 'drums', 'synth']",gunnbladez
7,264285,http://creativecommons.org/publicdomain/zero/1.0/,Deep House Kick Drum 1,deliverables/drums/264285_1126957-hq.ogg,"['Heavy', 'Electric-Dance-Music', 'Matt', 'Hit', 'Sub', 'One-Shot', 'House', 'Subby', 'Deep', 'EDM', 'Sample', 'Shot', 'Stab', 'Drums', 'One', 'Campbell', 'Drum', 'Electro', 'Bass', 'Kick', 'Bassy']",Mattc90
8,397016,http://creativecommons.org/licenses/by/3.0/,Drum rolls1.wav,deliverables/drums/397016_994215-hq.ogg,"['sticks', 'roll', 'drumbreak', 'percussion-loop', 'acoustic', 'drums', 'percussive', 'percussion', 'jazz', 'improvised', 'drumroll', 'rhythm', 'drum', 'drum-loop', 'groovy']",Jedo
9,324236,http://creativecommons.org/licenses/by/3.0/,Drum D'n'B FBB Line 02.aif,deliverables/drums/324236_42810-hq.ogg,"['Heavy', 'B', 'Drum', 'D', 'DnB', 'n', 'Break', 'Drums', 'Breakbeat', 'Acoustic', 'loop', 'Drum-and-Bass']",NEUTRi
10,455633,http://creativecommons.org/publicdomain/zero/1.0/,FD808A Bass Drum.wav,deliverables/drums/455633_3677139-hq.ogg,"['drums', 'kick', 'drum', '808', 'machine']",Uberproduktion
11,323261,http://creativecommons.org/licenses/by/3.0/,eardigi_drums_,deliverables/drums/323261_5512320-hq.ogg,"['drum', 'drum-and-bass', 'amen', 'beat', 'dnb', 'break', 'jungle', 'drums', 'breakbeat', 'loop', 'bass']",scale75
